Familial-Social,Depressive,Anxiety,Conduct
1.0604389286457072,-0.6284631370829987,1.092043185776319,-1.543437186854394
-0.6116263681875047,0.9578413342469693,-0.015431147412004756,-0.2997908550789203
3.3352072761085143,-1.565592717150146,-0.18780614923637984,2.641679552788928
-0.4114530120187233,0.4736758256738467,0.4913883593419848,1.2651074466937484
2.4580276750232386,-0.891793266732243,0.2682174210177943,-0.041637146364613326
1.9704200100419385,-1.2331785182728596,0.6264717170057411,0.08760104668443724
-0.8440098230360503,1.6193972235790934,-0.2716685949492258,0.06322448898258808
-0.9569512572721947,-0.29532848664660993,0.9595605572239948,-0.5746747037211326
-0.32473121575663155,-0.8163089996066265,1.2798869996298512,-0.646549744455187
-0.4815910288265305,0.13634712306532126,0.8882890094504167,1.4559846392982327
-0.05347894965011306,-0.952025893727514,0.17582042166459783,0.4645472481916361
-0.5873610634238312,-0.9237735643893704,0.8132964567291351,1.9510488502690293
-0.8131539515335106,0.16546009112326762,0.29591380294179126,-0.6535093523874337
-0.6768750585288567,-0.3363592533792291,-0.0922196924334133,0.26551130206784457
0.4029173517601628,-1.054796299357232,1.9701982295026603,-0.3424795955665462
1.6692576830572208,1.480192875687698,0.3965151618039141,-1.4922622615471228
0.0814694275645284,-0.057303294458643995,1.5298809797779993,0.815799019534181
-0.4558856294390131,2.7961799698408734,0.9762351741507219,-1.0371331547005251
1.004422640854991,2.653508380502822,0.15840806538636615,2.7561585366457506
1.1273230104369238,1.4738776157772462,0.8224265736882512,0.30777107553367067
-0.17786318589776115,0.38097731773658766,1.5965309049647076,-0.5037450633834942
1.1888780165062136,-0.47356985668820495,-0.15898542971342586,2.476520896704067
1.8420299958250674,-1.6899131487805474,0.9081561597228395,-0.9274503971712276
2.683079536814024,2.3986016960202132,-1.21596965010502,1.145920977144725
1.7009376751611218,1.1469194163374954,0.3421071227078781,0.5125466426922907
0.3428023374418867,-0.3960804287914042,-1.401346895299477,-0.329773718024457
2.1075279210939097,-0.617649243553138,0.9417943271504898,-0.37859829118609734
-0.13316702157398563,0.6870518554730641,0.2489805112731817,-0.7172395102203819
