r_Pu_mean,l_Pu_mean,r_Cd_mean,l_Cd_mean,r_GP_mean,l_GP_mean
17.96669632589782,20.20903395337269,32.74992168636751,27.39065227720308,108.9052004970673,116.4013869589304
24.50263851914628,23.6939367098037,37.54341214495424,31.49840037560228,126.0939641088611,120.8862068898021
11.34483129539657,10.65935365657845,17.29624898641901,18.18754227845196,115.1195065209264,117.3840019600035
18.09675156210333,10.89850314363121,19.33148845693234,21.34009943740953,132.1147619873563,127.1041008727638
25.7711225268593,19.76485898389582,25.85385013659426,23.41691259322183,124.88697245491,126.8733739027973
19.05136659164257,15.53024667428053,23.31080699529157,14.72135414897877,94.9998243077379,89.67949974946379
9.62289218292588,17.92488434067553,27.79294601516332,18.58873430875509,121.0142671498769,127.3092950395797
24.90161555242484,19.11815462517876,25.32803733228533,21.47272972782284,125.5094597550146,123.2661055234541
19.25113139630213,15.35906274410865,19.59802175399897,28.45011490717926,134.4363954478079,134.3477443499864
18.11410787390118,18.17461055484726,23.40508566326698,19.91857992138686,80.28097838548011,80.39097722655046
25.04312803386972,22.50949196856802,29.77070979087772,31.1507914893444,123.1656229880242,118.1841828609769
17.62259482316828,15.6865800871273,19.14299772269048,20.54850601801777,111.162831926614,111.3006008147312
24.70644072192395,22.6269175598504,27.13137004856971,20.85168978421716,127.0696017769333,124.7232682268384
11.40475323666373,12.40339244099823,18.90707277594482,19.13602350602176,110.1541650635193,100.4696275020145
18.17551571092089,22.48995406760168,29.11360704431229,25.22397842117954,111.4892634408956,107.2912572905515
19.39066214108509,20.59528020200661,28.30330648043714,29.49216782314353,129.8174786204539,132.6898093749747
13.4307065406726,15.31270101379529,25.53337620674948,27.70515973122509,105.2565731472576,97.80268520363514
11.97156016403246,11.19090041780499,31.0310173280499,28.27276065049933,128.9851219509729,122.9017427743321
22.81722846024654,21.33806238377855,26.01047911180425,28.74426779687225,125.954137822493,122.1603930694729
15.6525605160516,18.94146302622466,24.49515617780256,27.21064649962159,91.75723036542212,93.47109596502963
20.95321244245514,24.08210288525526,26.69330979706525,25.89554257447336,122.3820070036283,116.707458826924
20.6036715809133,19.32215578042673,22.76142647529655,27.03809589683118,125.5729606126599,118.4840935526371
17.22265730612869,14.33817180812283,26.77772642935964,24.54291987195126,100.006018376393,101.2529029287294
17.1052898150226,20.63146830019036,27.61771093201286,25.48428234140284,109.9141675159094,111.9395605698105
15.25341000623448,14.79028282783691,19.94946083580512,15.36627212152597,120.6719513932476,124.3967644548552
20.36310019953468,18.07980017274262,24.41358540729552,23.1439969283693,134.2951692981925,126.0857101305531
14.46790997920177,13.03443006393072,18.08332439312999,22.88210674521501,103.8246130851309,108.0695405105518
24.61165212483333,27.10313724062573,41.29274353167035,45.56725064377959,116.7767120437734,119.1221482576151
11.01003830317299,12.33114948164888,20.18041983963582,17.90921123166147,144.8865886711763,144.8740105991223
18.59661382655613,16.2334022097611,25.17227791018601,26.96124599126289,97.1185340890859,101.3619532714912
27.68120455332173,21.88363808486188,29.06018821538548,23.4181650732465,117.8390336941484,110.8379516505742
21.66254290054228,25.69559106091154,19.37625938124052,20.0221291142858,128.2618026417286,135.1456702647046
19.52147803402807,20.19452685988309,38.10531572289153,33.71972520032833,118.8914823432533,124.4950641975013
15.93593077681092,15.9914868059235,17.77581737429291,20.67645633583333,106.7656323959062,105.4383029122894
13.70202962959754,14.24302080793096,24.63558636822229,23.20938531412165,93.37086311656932,90.64957172430304
17.72705987387114,15.55169264899661,30.87891996505772,32.56736232766859,129.9807510795816,125.1063255810347
18.3393980332734,20.3066347248375,36.50605578029509,31.43545978985737,100.9144296847712,105.7114036161443
22.36335820442125,23.34265802233822,34.78641877328558,27.92694303872675,114.3675785237089,115.7400339923913
17.15545352881381,25.53641715854001,25.0218185971023,24.58395342933246,129.2522079383694,134.3605245932392
17.60314094964051,18.72205095146039,21.8346761643758,22.65095501545055,113.971247553118,120.941308153644
14.6975939460793,17.57011141795177,17.85710212737381,16.76404542102621,107.221304383511,104.793275180779
23.21335722306225,22.94047579403025,28.37818729511927,25.47844175757294,166.2153368384436,157.4368768155787
26.43890464084329,20.59285640673384,27.50164524414538,27.39643870638189,122.1583235174164,116.8191966153957
21.59722716602548,17.62664195042255,33.31286237525982,29.29012573138841,127.080141822763,122.5693449833428
16.78923090162449,14.2708307080211,34.57563737220596,33.24338937499339,132.4677652843021,135.9333901690658
26.36491883938995,30.83484466985047,35.73279274212391,33.05011331965709,117.0080052750477,112.3157722827185
18.11660656163324,17.15512416885886,23.31723555731,22.64736448487505,129.6179571122385,129.8205617852611
23.52155952484409,17.04771240152358,34.28261020046074,24.95785024452347,129.28866143468,123.4303941606381
17.25550755672183,17.73189472378986,26.20706951439264,33.06410590907346,101.1037684136635,108.949619739034
19.54172135381821,20.40916892595581,19.69437751549606,23.57607206958667,123.2485848592024,111.9546432895351
33.4195791140919,32.78582455906413,24.48464852192329,28.96127576347217,160.2348353814849,161.3288740959273
19.78410643385246,16.58113123959329,22.57413037167573,28.02090466270755,114.5259044583149,116.9387729681015
15.37673425434658,12.77026546629682,15.605109317997,18.8393103770616,102.7088433779743,103.1030169714277
28.00835053470975,22.34201632788281,35.71177476568117,34.51287444460765,96.1365998328181,93.55354325638876
18.94624909141679,15.70740020891675,21.04308668300229,19.26202220531588,121.7505592973704,115.7277189616543
27.92574198933595,32.27880879881751,41.49070312011137,41.14682594735498,115.8242941328537,113.0824047775226
21.83807779020862,22.56087651175729,30.51647274474642,32.932831077922,103.7027385088866,101.9280905827634
18.21966423982017,11.11427552356743,24.81930800702903,31.66073953499116,102.1936249584813,94.27119030466964
22.1339638618626,21.33139458947872,27.39587314958224,25.92527155221461,103.2264090704845,102.1446751859819
22.68501562477075,18.28417543576526,23.58884665246033,24.60719772227973,115.084238871733,109.1462504404477
19.19334503612804,15.82195310575473,26.17670307634858,28.08854334217466,103.9917564423423,105.7553646474906
