r_Pu_median,l_Pu_median,r_Cd_median,l_Cd_median,r_GP_median,l_GP_median
16.3468150421977,14.31295601651072,14.53620754182339,19.50237434357405,110.1469844579697,104.0000915527344
22.89696596562862,28.95914949476719,23.93827307969332,33.47929380834103,118.0580779910088,123.2463717460632
21.44422382116318,19.40114237368107,31.08622133731842,24.64113011956215,140.1917412877083,136.9087547063828
12.30392511934042,12.03394308686256,23.2792878523469,21.07108570635319,112.9712760448456,110.5482876300812
19.85131576657295,24.81926791369915,27.47972775250673,26.787418872118,102.3073792457581,105.1703095436096
19.41295713186264,14.54814756289124,23.95160309970379,27.23339013755321,114.2937391996384,120.2086769044399
26.10969543457031,32.1890264749527,26.04709379374981,22.72043284028769,109.9059134721756,114.4599914550781
17.60954968631268,12.70031835883856,17.00828317552805,13.59886303544044,111.2866476178169,106.3937470316887
25.95936879515648,26.54366753995419,28.33040896803141,30.73918912559748,112.4948710203171,118.876114487648
18.1091632694006,22.65915367752314,20.50856500864029,19.62335128337145,119.6128278970718,128.6289095878601
22.91279844939709,23.46414607018232,22.64670468866825,19.40135471522808,94.28676590323448,97.81475365161896
23.12874980270862,18.91019940376282,27.34289970248938,31.09432384371757,110.2298423647881,110.5084121227264
15.76400548219681,15.28790313750505,20.60933783650398,15.40577039122582,109.9655814468861,109.6432730555534
16.43668673932552,14.316669665277,31.70360065996647,28.37244980037212,93.58029067516328,87.57301792502403
24.32158030569553,17.08456035703421,40.25511257350445,35.13841144740582,107.1650795638561,106.853224337101
11.89995324239135,12.14846642687917,29.8226410523057,24.49534647166729,106.5220162272453,104.2163744568825
16.74224995076656,15.04157204180956,35.73309630155563,24.42698180675506,102.2894158959389,104.354664683342
16.66265167295933,14.2086292617023,26.32111869752407,27.55498234182596,88.9449492096901,87.46626228094101
