r_Pu_median,l_Pu_median,r_Cd_median,l_Cd_median,r_GP_median,l_GP_median
25.86372569203377,19.24613676965237,18.83959770202637,20.09404078125954,134.9472850561142,114.2450571060181
10.95221703872085,8.680365979671478,26.32230147719383,27.3627508431673,76.98238641023636,75.59710741043091
15.28530847281218,15.11322613805532,23.25074933469296,22.73154258728028,96.24570608139038,100.5452051758766
16.60473458468914,14.17061407119036,28.44112925231457,28.22409477084875,133.9606121182442,135.655552148819
20.6887386739254,14.50931886211038,26.64746344089508,29.41163070499897,109.7880229353905,103.9051935076714
13.64883966743946,9.07449796795845,18.74934509396553,17.50222966074944,112.1873930096626,111.11044511199
23.0746679008007,20.40894702076912,28.44747807830572,30.26457317173481,125.9053945541382,124.6598288416862
17.16203615069389,17.25984923541546,19.58939619362354,16.89288020133972,106.7999787628651,109.460860490799
16.29152521491051,13.69284465909004,26.98480244725942,31.99974447488785,118.4920072555542,123.433031141758
24.52926617115736,13.72499577701092,34.19335186481476,38.23226876556873,129.6377778053284,131.5171718597412
28.2517597079277,28.70348654687405,43.02339628338814,43.09013858437538,117.8022474050522,119.5506788790226
17.40739308297634,23.53333495557308,19.07867845147848,15.12476988136768,108.4757260978222,115.3360456228256
16.73022285103798,18.71507242321968,25.81819519400597,29.98643554747105,113.821491599083,113.2111437618732
13.88402841985226,16.24531298875809,24.71921779215336,23.4669391065836,103.0940748751164,101.9130051136017
16.48798864334822,21.18550054728985,16.88454765826464,18.75783130526543,105.6645661592484,114.0077337622642
29.270613566041,35.61131656169891,28.66699546575546,27.28367410600185,108.6957789957523,116.9551648199558
17.4461267888546,16.22077543288469,19.64007876813412,23.77956733107567,106.6200137138367,110.3677302598953
19.43045016378164,18.77830736339092,18.18828098475933,18.90637911856174,125.8252039551735,132.8185796737671
27.37793419510126,25.59313736855984,35.48602759838104,18.32138374447823,115.5661642551422,103.4106910228729
15.31079970300198,17.78075844049454,25.37788264453411,20.89543268084526,100.630596280098,116.1312460899353
16.44207909703255,17.15988107025623,17.8943919017911,24.66987073421478,79.99100536108017,79.58527654409409
22.94491045176983,23.64917285740376,31.44797496497631,33.06581079959869,120.9478750824928,123.2336089015007
10.69492613896728,16.05763286352158,22.53660373389721,21.61252032965422,97.15909138321877,98.79253059625626
22.47971296310425,18.11518520116806,33.2304909825325,25.95541439950466,112.876407802105,113.372977823019
21.55808825045824,18.64141970872879,37.70206868648529,36.34012117981911,109.2727854847908,107.5580902397633
11.97520457208157,13.02406191825867,24.94112029671669,26.50714665651321,107.3881909251213,108.371376991272
25.664865039289,24.8594656586647,29.76818196475506,24.07658845186233,142.400860786438,144.9039429426193
18.31828989088536,18.35090853273869,15.38818888366222,13.2713858038187,124.3439465761185,135.9325051307678
12.56988849490881,15.53387008607388,24.61122907698154,17.6520086824894,105.2881218492985,105.7295277714729
21.45930100232363,18.36972869932652,23.3216043561697,24.41413141787052,99.89428892731668,97.52137213945387
23.41694384813309,22.75077905505896,27.85884961485863,22.05871045589447,142.36681163311,137.9940658807755
14.19651601463556,22.98295870423317,25.89388377964497,26.0424530133605,118.008479475975,119.0473437309265
26.12379845231771,18.20277608931065,22.50928618013859,31.98805451393127,127.372145652771,125.6851851940155
26.78865194320679,18.98019667714835,27.51694060862064,39.1685925424099,103.8789972662926,118.352048099041
21.54855430126191,20.21439746022224,23.95150996744633,25.7157925516367,145.5341726541519,151.5944600105286
25.74628312140703,22.93399535119533,19.37896478921175,25.00406373292208,99.80179741978644,104.1090041399002
16.82744733989239,20.11296339333057,27.71343477070332,28.0785346403718,103.9592623710632,109.6434071660042
14.65105498209596,18.66188086569309,22.65358902513981,19.08316276967525,141.9512033462524,135.7430517673492
27.9591791331768,25.5599357187748,43.17854344844818,39.20471295714378,140.5759304761887,143.5046792030334
11.01386081427336,16.67534001171589,13.31651210784912,17.48493313789368,106.6306531429291,119.343526661396
16.44125767052174,12.74698134511709,20.3399034217,23.89122173190117,98.99218380451202,97.7301299571991
18.81951373070478,17.51997508108616,28.49205117672681,22.44253642857075,102.2311151027679,104.0466353297234
23.11115339398384,16.25153794884682,31.19541145861149,30.82898631691933,102.5779098272324,96.830103546381
15.03393147140741,11.92969782277942,31.89371712505817,29.77731917053461,120.1132908463478,107.0250123739243
18.63602735102177,14.71668668091297,13.98235745728016,15.73165226727724,126.4297813177109,123.1843940913677
14.12942260503769,13.26311286538839,14.67530801892281,37.69080340862274,121.502973139286,114.4572645425796
7.724873255938292,14.98896069824696,13.72754294425249,10.54011005908251,122.3820596933365,128.0177384614944
18.96598376333713,21.36115357279777,28.91634218394756,23.89524225145578,122.4706843495369,123.8974705338478
22.10937812924385,22.83664047718048,26.31407789885998,25.50306916236877,134.8637640476227,125.2955719828606
20.3559584915638,14.4890658557415,30.05894646048546,32.86310844123363,127.7463436126709,121.0701912641525
34.4653632491827,33.11278484761715,35.57606227695942,32.81056508421898,112.4780178070068,117.6869608461857
8.667497895658016,11.52398670092225,29.17155623435974,20.93795128166676,130.8867931365967,118.4331178665161
27.30079740285873,22.43718318641186,8.42028995975852,13.66462325677276,105.4685115814209,102.8215922415256
13.72630009427667,15.32008592039347,24.12745915353299,23.01835082471371,114.5243123173714,119.2646473646164
9.537529200315475,20.31852304935456,27.57098712027073,29.15088087320328,114.0243411064148,126.62073969841
32.8680332750082,22.99807220697403,35.54312139749527,31.9842267781496,134.7157806158066,124.7798539698124
14.53240355476737,12.24465388804674,27.76701003313065,27.47949119657278,116.5149509906769,110.0220307707787
15.98848961293697,20.22247575223446,14.06232407316566,11.41220610588789,134.3772858381271,114.0716075897217
28.84659543633461,22.83260505646467,30.98220564424992,32.36928582191467,125.9729489684105,132.6855570077896
20.11397387832403,16.79399982094765,25.39230510592461,28.18349003791809,117.2209307551384,113.6405989527702
19.8640963062644,20.45438811182976,22.29790110141039,26.41005907207727,123.3722753822804,126.9619762897492
10.25226199999452,12.69344240427017,20.97748778760433,21.90662082284689,125.3267079591751,128.1479373574257
29.55534029752016,28.48728559911251,24.69645813107491,22.85720314830542,106.4290069043636,105.0185188651085
26.12227108329535,19.05366964638233,34.1966412961483,35.6261171400547,123.991034924984,123.1440156698227
16.42080768942833,13.32237338647246,23.83826952427626,27.67498325556517,102.3029834032059,96.81334346532822
19.36522498726845,15.9938856959343,25.70056170225143,29.64079938828945,125.3054141998291,136.0132917761803
18.26474815607071,18.24645511806011,31.40685707330704,30.69058526307344,86.15558594465256,95.67854553461076
14.41583829000592,18.25577113777399,33.30677002668381,35.29849834740162,121.647834777832,118.8893616199493
28.24345789849758,29.07238155603409,33.09578448534012,25.77974647283554,121.7637397348881,122.8895038366318
25.152537971735,21.33795619010925,32.78985619544983,33.74841995537281,96.4740514755249,99.2187187075615
11.45230513066053,17.94260460883379,26.47530287504196,15.21588489413261,152.7812108397484,141.230121254921
16.03814493864775,18.28951761126518,23.53422343730927,25.07905103266239,116.4841242134571,108.6286306381226
17.16143824160099,18.8150480389595,34.43704918026924,24.80646036565304,109.8411493003368,107.0544570684433
34.63785164058208,29.35072779655457,31.79503604769707,24.86911509186029,118.0237308144569,115.4283657670021
15.78740682452917,14.50062682852149,30.57119250297546,33.49904716014862,96.56686335802078,99.3875414133072
8.396198973059654,11.46962819620967,23.55726063251496,23.763632401824,99.5352268218994,103.8511469960213
20.0948566198349,21.45144063979388,25.1709558069706,24.92195833474398,104.9846895039082,109.0102344751358
15.91522991657257,17.92864687740803,26.84364281594753,26.11938584595919,111.4174351096153,118.1763708591461
14.64209612458944,14.21556621789932,31.16610087454319,27.69915573298931,96.7540368437767,96.61203622817992
14.41821083426476,13.9910806901753,29.89165205508471,22.45261147618294,100.7679477334022,98.99400174617767
24.09548591822385,33.24156627058983,25.53850971162319,24.02226068079472,120.7584291696548,132.1291476488113
10.19031368196011,11.2957488745451,13.84050585329533,16.83300174772739,123.2706755399704,118.7771372497082
14.96209297329187,13.89520242810249,12.57387921214104,14.55138856545091,110.2982647716999,107.4090451002121
20.99662832915783,21.87111414968967,18.79003457725048,22.58166577666998,114.0842363238335,123.8120794296265
34.91643257439137,26.37157030403614,31.59063309431076,30.01333773136139,112.6940846443176,112.3810410499573
