r_Pu_median,l_Pu_median,r_Cd_median,l_Cd_median,r_GP_median,l_GP_median
15.24662505835295,18.64068768918514,31.78523480892181,27.5583490729332,109.3268059194088,116.7519651353359
22.57501520216465,22.19174243509769,37.50858455896378,32.17378258705139,126.2492910027504,122.3465539515018
9.925827383995056,10.23199316114187,16.19115844368935,18.6509694904089,115.9059926867485,116.4994314312935
17.24872924387455,9.89674497395754,19.27957311272621,20.95578052103519,132.7626705169678,128.8327798247337
24.6130209416151,18.19646544754505,25.53716953843832,23.13055377453566,126.8462762236595,126.6465336084366
16.85148663818836,14.77433741092682,23.24326522648335,13.9391589909792,94.679556787014,90.24675562977792
9.44805471226573,16.45012199878693,27.75444462895393,19.24324966967106,122.7546632289886,127.6758760213852
23.72785285115242,18.9061351120472,24.02285672724247,19.90481652319432,129.6550184488297,124.863788485527
17.97907333821058,10.60211285948753,20.24835534393788,29.08501774072647,133.5601061582565,134.3011111021042
17.11966935545206,17.60433055460453,23.40826764702797,19.78618837893009,81.03426545858383,79.7414630651474
24.54815059900284,20.35784535109997,29.10291776061058,30.48762213438749,126.0504871606827,119.2188411951065
17.05725304782391,14.7306751459837,19.37028020620346,18.97722855210304,111.8769198656082,111.4246286451817
22.04307354986668,20.09386476129293,27.5007076561451,19.25968751311303,127.5618821382523,125.0236481428146
8.609131444245577,11.15226279944181,18.31313688308001,18.48471723496914,110.871210694313,100.8569598197937
17.17539317905903,21.07716351747513,28.81385665386915,23.70273694396019,112.4003157019615,107.8421920537949
18.25608126819134,17.91067607700825,28.25732529163361,29.36677634716034,125.2274960279465,128.599539399147
13.10998573899269,15.06591774523258,25.32001212239265,27.99642644822597,106.517031788826,98.0054885149002
10.79762354493141,10.55063679814339,31.09944891184568,29.82236631214619,130.4195076227188,126.3919994235039
19.98945325613022,18.27430538833141,25.54467879235744,27.74244453758001,125.1098439097404,123.401515185833
15.75444731861353,17.33836438506842,24.40612204372883,27.07274537533522,91.60307049751282,94.11302953958511
17.36192777752876,23.55452626943588,26.49941109120845,25.26609599590301,121.645487844944,118.4002868831158
18.73123180121184,17.15519465506077,22.31741603463888,26.2014688923955,124.6601268649101,118.373192846775
15.78848622739315,12.53699325025082,26.73358656466007,25.77885985374451,100.8349284529686,101.7810627818108
14.97175171971321,19.59351450204849,27.89563965052366,24.74020235240459,111.5223467350006,112.5059239566326
15.05636610090733,14.12856299430132,19.03317216783762,14.92155250161886,122.7306723594666,125.2183094620705
18.32909788936377,16.95890910923481,24.82994832098484,22.66951464116573,136.3023072481155,124.9187365174294
14.02857340872288,12.78811506927013,17.31642708182335,22.81641773879528,104.3507494032383,108.9614778757095
22.67855126410723,23.42750318348408,42.23581589758396,47.37479239702225,115.8006712794304,120.0034618377686
10.72122808545828,12.1573880314827,18.73848959803581,16.2742929533124,146.4137434959412,145.1357454061508
17.79595948755741,15.31165465712547,26.38015057891608,25.96521936357021,97.28436917066574,101.0800376534462
27.50656567513943,21.09388262033463,29.64931912720204,23.77732284367085,118.697851896286,112.7877086400986
19.66405659914017,25.22159926593304,18.4491639956832,19.18785367161036,128.0274838209152,134.7063630819321
